,player_id,player,statsbomb_name_norm,Player Name,fifa_name_norm,match_name_norm,Att. Position,Finishing,Shot Power,Long Shots,Volleys,Penalties,Heading,Source,match_method,match_score
16,3525.0,Alex Oxlade-Chamberlain,alex oxlade chamberlain,Alex Oxlade-Chamberlain,alex oxlade chamberlain,alex oxlade chamberlain,74.0,68.0,77.0,75.0,59.0,69.0,39.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
17,3089.0,Kevin De Bruyne,kevin de bruyne,Kevin De Bruyne,kevin de bruyne,kevin de bruyne,83.0,82.0,84.0,85.0,82.0,77.0,53.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
18,5596.0,Aleksandar Kolarov,aleksandar kolarov,Aleksandar Kolarov,aleksandar kolarov,aleksandar kolarov,69.0,55.0,91.0,80.0,64.0,74.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
19,3233.0,Raheem Sterling,raheem sterling,Raheem Sterling,raheem sterling,raheem sterling,81.0,73.0,68.0,70.0,59.0,63.0,38.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
20,20521.0,Bafétimbi Gomis,bafetimbi gomis,Bafétimbi Gomis,bafetimbi gomis,bafetimbi gomis,79.0,80.0,84.0,75.0,79.0,83.0,81.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
21,3057.0,Jonjo Shelvey,jonjo shelvey,Jonjo Shelvey,jonjo shelvey,jonjo shelvey,71.0,70.0,85.0,81.0,56.0,71.0,69.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
22,3644.0,Ashley Williams,ashley williams,Ashley Williams,ashley williams,ashley williams,28.0,37.0,64.0,40.0,34.0,45.0,82.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
23,3496.0,Mesut Özil,mesut ozil,Mesut Özil,mesut ozil,mesut ozil,84.0,75.0,70.0,76.0,77.0,76.0,54.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
24,7171.0,Fabio Borini,fabio borini,Fabio Borini,fabio borini,fabio borini,78.0,76.0,76.0,66.0,75.0,81.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
25,22281.0,Duncan Watmore,duncan watmore,Duncan Watmore,duncan watmore,duncan watmore,67.0,67.0,66.0,57.0,58.0,62.0,49.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
26,3658.0,DeAndre Yedlin,deandre yedlin,DeAndre Yedlin,deandre yedlin,deandre yedlin,67.0,40.0,73.0,51.0,60.0,38.0,61.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
27,9554.0,Steven Fletcher,steven fletcher,Steven Fletcher,steven fletcher,steven fletcher,78.0,80.0,76.0,67.0,66.0,71.0,86.0,manual_fifa_index,exact,100
28,3321.0,Patrick van Aanholt,patrick van aanholt,Patrick van Aanholt,patrick van aanholt,patrick van aanholt,74.0,59.0,70.0,64.0,53.0,46.0,64.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
29,3713.0,Calum Chambers,calum chambers,Calum Chambers,calum chambers,calum chambers,54.0,47.0,52.0,56.0,49.0,54.0,65.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
30,3471.0,Dejan Lovren,dejan lovren,Dejan Lovren,dejan lovren,dejan lovren,21.0,33.0,63.0,34.0,42.0,52.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
31,18872.0,Martin Škrtel,martin skrtel,Martin Škrtel,martin skrtel,martin skrtel,33.0,35.0,46.0,35.0,43.0,52.0,86.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
32,3629.0,Sadio Mané,sadio mane,Sadio Mané,sadio mane,sadio mane,77.0,76.0,73.0,66.0,66.0,71.0,53.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
33,3328.0,James Ward-Prowse,james ward prowse,James Ward-Prowse,james ward prowse,james ward prowse,61.0,53.0,74.0,70.0,51.0,64.0,57.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
34,3828.0,Steven Davis,steven davis,Steven Davis,steven davis,steven davis,68.0,58.0,63.0,63.0,64.0,62.0,53.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
35,3842.0,Shane Long,shane long,Shane Long,shane long,shane long,77.0,75.0,76.0,67.0,70.0,78.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
36,3831.0,Dušan Tadić,dusan tadic,Dušan Tadić,dusan tadic,dusan tadic,73.0,66.0,69.0,66.0,73.0,81.0,63.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
37,15996.0,Éderzito António Macedo Lopes,ederzito antonio macedo lopes,Éder Macedo Lopes,eder macedo lopes,ederzito antonio macedo lopes,78.0,73.0,79.0,69.0,75.0,73.0,7.0,manual_fifa_index,exact,100
38,3635.0,Jordon Ibe,jordon ibe,Jordon Ibe,jordon ibe,jordon ibe,67.0,65.0,77.0,68.0,50.0,57.0,35.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
39,4726.0,Kyle Bartley,kyle bartley,Kyle Bartley,kyle bartley,kyle bartley,25.0,24.0,36.0,20.0,23.0,46.0,72.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
40,3463.0,Junior Stanislas,junior stanislas,Junior Stanislas,junior stanislas,junior stanislas,59.0,69.0,67.0,63.0,49.0,61.0,43.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
41,3346.0,Joshua King,joshua king,Joshua King,joshua king,joshua king,60.0,65.0,74.0,58.0,67.0,62.0,53.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
42,3814.0,Riyad Mahrez,riyad mahrez,Riyad Mahrez,riyad mahrez,riyad mahrez,80.0,79.0,74.0,74.0,71.0,71.0,45.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
43,10960.0,Jamie Vardy,jamie vardy,Jamie Vardy,jamie vardy,jamie vardy,83.0,82.0,84.0,68.0,75.0,76.0,64.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
44,3343.0,Dan Gosling,dan gosling,Dan Gosling,dan gosling,dan gosling,77.0,64.0,71.0,73.0,64.0,61.0,61.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
46,6409.0,Adam Smith,adam smith,Adam Smith,adam smith,adam smith,54.0,43.0,67.0,64.0,40.0,48.0,56.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
47,40123.0,Robert Huth,robert huth,Robert Huth,robert huth,robert huth,34.0,46.0,75.0,54.0,56.0,54.0,83.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
48,3345.0,Charlie Daniels,charlie daniels,Charlie Daniels,charlie daniels,charlie daniels,63.0,45.0,48.0,46.0,32.0,67.0,61.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
49,3810.0,Shinji Okazaki,shinji okazaki,Shinji Okazaki,shinji okazaki,shinji okazaki,79.0,76.0,77.0,68.0,75.0,75.0,79.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
50,3662.0,Danny Drinkwater,danny drinkwater,Danny Drinkwater,danny drinkwater,danny drinkwater,68.0,61.0,75.0,69.0,58.0,52.0,59.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
51,10783.0,Lee Cattermole,lee cattermole,Lee Cattermole,lee cattermole,lee cattermole,47.0,49.0,77.0,62.0,61.0,64.0,67.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
52,10503.0,Billy Jones,billy jones,Billy Jones,billy jones,billy jones,44.0,53.0,59.0,60.0,45.0,57.0,61.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
53,2966.0,Stéphane Sessègnon,stephane sessegnon,Stéphane Sessègnon,stephane sessegnon,stephane sessegnon,76.0,71.0,75.0,69.0,69.0,77.0,68.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
54,3514.0,James McClean,james mcclean,James McClean,james mcclean,james mcclean,73.0,67.0,69.0,65.0,59.0,65.0,71.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
55,3523.0,Craig Dawson,craig dawson,Craig Dawson,craig dawson,craig dawson,56.0,49.0,57.0,14.0,20.0,66.0,77.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
56,4630.0,Saido Berahino,saido berahino,Saido Berahino,saido berahino,saido berahino,79.0,82.0,81.0,68.0,68.0,81.0,67.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
57,3337.0,Jermain Defoe,jermain defoe,Jermain Defoe,jermain defoe,jermain defoe,84.0,84.0,88.0,81.0,81.0,68.0,68.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
58,4217.0,Danny Graham,danny graham,Danny Graham,danny graham,danny graham,77.0,74.0,74.0,69.0,60.0,73.0,66.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
59,30289.0,Papiss Demba Cissé,papiss demba cisse,Papiss Demba Cissé,papiss demba cisse,papiss demba cisse,80.0,78.0,79.0,78.0,79.0,80.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
60,4269.0,Aleksandar Mitrović,aleksandar mitrovic,Aleksandar Mitrović,aleksandar mitrovic,aleksandar mitrovic,81.0,82.0,80.0,68.0,83.0,64.0,84.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
61,26207.0,Fabricio Coloccini,fabricio coloccini,Fabricio Coloccini,fabricio coloccini,fabricio coloccini,37.0,44.0,60.0,70.0,58.0,58.0,81.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
62,3583.0,Ashley Westwood,ashley westwood,Ashley Westwood,ashley westwood,ashley westwood,55.0,47.0,62.0,57.0,48.0,55.0,44.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
63,3091.0,Moussa Sissoko,moussa sissoko,Moussa Sissoko,moussa sissoko,moussa sissoko,76.0,72.0,85.0,71.0,67.0,68.0,70.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
64,3567.0,Georginio Wijnaldum,georginio wijnaldum,Georginio Wijnaldum,georginio wijnaldum,georginio wijnaldum,78.0,76.0,77.0,69.0,73.0,74.0,72.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
65,3683.0,Tom Cleverley,tom cleverley,Tom Cleverley,tom cleverley,tom cleverley,74.0,64.0,74.0,75.0,68.0,72.0,48.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
66,3646.0,Marc Pugh,marc pugh,Marc Pugh,marc pugh,marc pugh,70.0,70.0,67.0,66.0,49.0,64.0,66.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
67,4275.0,Ross Barkley,ross barkley,Ross Barkley,ross barkley,ross barkley,71.0,70.0,78.0,79.0,61.0,65.0,65.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
68,3049.0,Matt Ritchie,matt ritchie,Matt Ritchie,matt ritchie,matt ritchie,72.0,73.0,75.0,74.0,50.0,65.0,38.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
69,3341.0,Steve Cook,steve cook,Steve Cook,steve cook,steve cook,12.0,20.0,47.0,13.0,29.0,20.0,69.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
70,3616.0,Callum Wilson,callum wilson,Callum Wilson,callum wilson,callum wilson,77.0,79.0,69.0,64.0,65.0,75.0,62.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
71,3518.0,Leighton Baines,leighton baines,Leighton Baines,leighton baines,leighton baines,75.0,70.0,84.0,75.0,63.0,90.0,74.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
72,3953.0,Aaron Lennon,aaron lennon,Aaron Lennon,aaron lennon,aaron lennon,71.0,66.0,62.0,57.0,68.0,62.0,28.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
73,129558.0,Tony Hibbert,tony hibbert,Tony Hibbert,tony hibbert,tony hibbert,58.0,12.0,30.0,18.0,19.0,22.0,69.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
74,3278.0,Benik Afobe,benik afobe,Benik Afobe,benik afobe,benik afobe,78.0,78.0,68.0,67.0,70.0,72.0,66.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
75,3277.0,Yohan Cabaye,yohan cabaye,Yohan Cabaye,yohan cabaye,yohan cabaye,71.0,71.0,82.0,80.0,73.0,84.0,70.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
76,3454.0,Troy Deeney,troy deeney,Troy Deeney,troy deeney,troy deeney,77.0,77.0,86.0,78.0,66.0,78.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
77,20641.0,Connor Wickham,connor wickham,Connor Wickham,connor wickham,connor wickham,68.0,75.0,79.0,69.0,62.0,75.0,71.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
78,26699.0,Emmanuel Adebayor,emmanuel adebayor,Emmanuel Adebayor,emmanuel adebayor,emmanuel adebayor,76.0,78.0,82.0,71.0,80.0,79.0,80.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
79,15892.0,Jordon Mutch,jordon mutch,Jordon Mutch,jordon mutch,jordon mutch,70.0,67.0,78.0,75.0,44.0,72.0,67.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
80,3306.0,Nathan Aké,nathan ake,Nathan Aké,nathan ake,nathan ake,42.0,41.0,63.0,56.0,52.0,48.0,67.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
81,3693.0,Damien Delaney,damien delaney,Damien Delaney,damien delaney,damien delaney,33.0,32.0,49.0,59.0,28.0,66.0,76.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
82,3507.0,Wilfried Zaha,wilfried zaha,Wilfried Zaha,wilfried zaha,wilfried zaha,73.0,74.0,69.0,60.0,51.0,66.0,43.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
83,43081.0,Almen Abdi,almen abdi,Almen Abdi,almen abdi,almen abdi,69.0,63.0,72.0,71.0,64.0,66.0,59.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
84,3443.0,Joel Ward,joel ward,Joel Ward,joel ward,joel ward,64.0,46.0,70.0,63.0,33.0,40.0,75.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
85,3388.0,Jack Wilshere,jack wilshere,Jack Wilshere,jack wilshere,jack wilshere,80.0,64.0,75.0,73.0,64.0,65.0,58.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
86,75899.0,Kevin Toner,kevin toner,Kevin Toner,kevin toner,kevin toner,27.0,29.0,49.0,31.0,29.0,40.0,61.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
87,9638.0,Jack Grealish,jack grealish,Jack Grealish,jack grealish,jack grealish,69.0,58.0,53.0,48.0,59.0,58.0,36.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
88,42700.0,Micah Richards,micah richards,Micah Richards,micah richards,micah richards,58.0,42.0,63.0,39.0,43.0,53.0,83.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
89,42703.0,Mikel Arteta Amatriain,mikel arteta amatriain,Mikel Arteta Amatriain,mikel arteta amatriain,mikel arteta amatriain,70.0,75.0,74.0,78.0,67.0,68.0,44.0,manual_fifa_index,exact,100
90,4243.0,Cameron Brannagan,cameron brannagan,Cameron Brannagan,cameron brannagan,cameron brannagan,45.0,45.0,53.0,40.0,52.0,53.0,48.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
91,10931.0,Joe Allen,joe allen,Joe Allen,joe allen,joe allen,67.0,58.0,63.0,60.0,38.0,52.0,44.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
92,4129.0,Tyler Roberts,tyler roberts,Tyler Roberts,tyler roberts,tyler roberts,49.0,70.0,58.0,58.0,47.0,72.0,57.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
93,10955.0,Harry Kane,harry kane,Harry Kane,harry kane,harry kane,84.0,85.0,82.0,78.0,70.0,82.0,81.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
94,3205.0,Kyle Walker,kyle walker,Kyle Walker,kyle walker,kyle walker,62.0,51.0,86.0,70.0,57.0,63.0,76.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
95,10956.0,Eric Dier,eric dier,Eric Dier,eric dier,eric dier,53.0,44.0,83.0,72.0,52.0,70.0,83.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
96,3594.0,Danny Rose,danny rose,Danny Rose,danny rose,danny rose,62.0,57.0,71.0,69.0,64.0,57.0,60.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
97,9593.0,Lewis Grabban,lewis grabban,Lewis Grabban,lewis grabban,lewis grabban,67.0,71.0,72.0,65.0,67.0,79.0,65.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
98,40127.0,Ryan Mason,ryan mason,Ryan Mason,ryan mason,ryan mason,74.0,64.0,72.0,71.0,64.0,69.0,55.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
99,7110.0,Bacary Sagna,bacary sagna,Bacary Sagna,bacary sagna,bacary sagna,66.0,40.0,69.0,62.0,56.0,59.0,79.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
100,3307.0,Marc Albrighton,marc albrighton,Marc Albrighton,marc albrighton,marc albrighton,67.0,68.0,70.0,68.0,74.0,60.0,42.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
101,3812.0,Christian Fuchs,christian fuchs,Christian Fuchs,christian fuchs,christian fuchs,74.0,57.0,83.0,79.0,70.0,68.0,76.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
102,3092.0,Dwight Gayle,dwight gayle,Dwight Gayle,dwight gayle,dwight gayle,72.0,74.0,72.0,69.0,68.0,72.0,67.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
103,4589.0,Séamus Coleman,seamus coleman,Séamus Coleman,seamus coleman,seamus coleman,76.0,65.0,75.0,68.0,64.0,60.0,67.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
104,26696.0,Arouna Koné,arouna kone,Arouna Koné,arouna kone,arouna kone,77.0,76.0,84.0,70.0,71.0,67.0,73.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
105,5489.0,Mile Jedinak,mile jedinak,Mile Jedinák,mile jedinak,mile jedinak,52.0,59.0,81.0,74.0,67.0,80.0,79.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
106,19688.0,Jason Puncheon,jason puncheon,Jason Puncheon,jason puncheon,jason puncheon,74.0,74.0,77.0,75.0,71.0,73.0,41.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
107,3244.0,John Stones,john stones,John Stones,john stones,john stones,48.0,29.0,46.0,41.0,27.0,37.0,74.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
108,9930.0,Ryan Bennett,ryan bennett,Ryan Bennett,ryan bennett,ryan bennett,20.0,24.0,26.0,20.0,13.0,48.0,73.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
109,4807.0,Cameron Jerome,cameron jerome,Cameron Jerome,cameron jerome,cameron jerome,71.0,73.0,81.0,70.0,67.0,70.0,73.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
110,3286.0,Nathan Redmond,nathan redmond,Nathan Redmond,nathan redmond,nathan redmond,71.0,66.0,71.0,73.0,55.0,60.0,33.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
111,10457.0,Patrick Bamford,patrick bamford,Patrick Bamford,patrick bamford,patrick bamford,72.0,74.0,67.0,62.0,56.0,69.0,68.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
112,18751.0,Jack Rodwell,jack rodwell,Jack Rodwell,jack rodwell,jack rodwell,72.0,69.0,79.0,77.0,66.0,57.0,79.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
113,3196.0,Wahbi Khazri,wahbi khazri,Wahbi Khazri,wahbi khazri,wahbi khazri,78.0,80.0,81.0,84.0,65.0,75.0,52.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
114,3407.0,Scott Dann,scott dann,Scott Dann,scott dann,scott dann,36.0,34.0,52.0,32.0,29.0,30.0,83.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
115,4746.0,Younes Kaboul,younes kaboul,Younès Kaboul,younes kaboul,younes kaboul,51.0,21.0,82.0,55.0,34.0,54.0,81.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
116,3469.0,Bakary Sako,bakary sako,Bakary Sako,bakary sako,bakary sako,72.0,71.0,88.0,81.0,72.0,70.0,61.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
117,21212.0,Russell Martin,russell martin,Russell Martin,russell martin,russell martin,53.0,55.0,70.0,46.0,50.0,66.0,68.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
118,4022.0,Darren Fletcher,darren fletcher,Darren Fletcher,darren fletcher,darren fletcher,57.0,65.0,77.0,73.0,60.0,62.0,83.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
119,9485.0,Craig Gardner,craig gardner,Craig Gardner,craig gardner,craig gardner,72.0,65.0,87.0,84.0,71.0,81.0,68.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
120,3585.0,Erik Lamela,erik lamela,Erik Lamela,erik lamela,erik lamela,79.0,75.0,80.0,82.0,80.0,75.0,71.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
121,20285.0,Joleon Lescott,joleon lescott,Joleon Lescott,joleon lescott,joleon lescott,39.0,52.0,64.0,40.0,45.0,48.0,82.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
122,3493.0,Emre Can,emre can,Emre Can,emre can,emre can,70.0,55.0,78.0,70.0,61.0,60.0,70.0,yarknyorulmaz/fifa-index-player-ratings-dataset-epl-v16-v24,exact,100
